"",,Large sized hand gloves(Nitrile),"R0,50",2 000,"R1 000,00",N/A,Same as above,
"",,"25 Litre Hand sanitizers( forrefilling individual pocket handsanitizers)","R2 922,00",200,"R584 400,00",N/A,Same as above,
"",,250ml empty Spray bottles,"R20,21",120,"R1 825,20",N/A,Same as above,
"",,Desk visors,"R101,00",7,"R707,00",N/A,Same as above,
"",,Face visors for secretaries,"R101,00",54,"R5 454,00",N/A,S  ame as above,
"",,25L Surface Sanitiser,"R2 920,00",100,"R292 000,00",N/A,Same as above,
"",,Infrared(Temperature scanners),"R2 259,00",14,"R31 626,00",N/A,Same as above,
"",,Total,,,,"1 077 012,20",,
""
""
""
MPUMALANGA ECONOMIC REGULATOR - REPORT ON THE COVID-19 SPENDING FOR THE FINANCIAL YEAR 2020/21,,,,,,,
No:,Names of the Companies awarded,Product or services rendered,Unit Price,Quantity,"The full amountpaid for theProducts orservices","Anydonationsreceived fromexternalfunders /companies","The beneficiarytargets andmethod ofdistribution"
1,Umsebenti Enterprise (Pty) Ltd,1L litre alcohol-based hand sanitizer (min 60% alcohol),119.76,220.00,26 347.20,0,MER
2,Umsebenti Enterprise (Pty) Ltd,"20L litre alcohol-based hand sanitizer (min 60%alcohol)",1 957.50,4.00,7 830.00,0,MER
3,Umsebenti Enterprise (Pty) Ltd,"1L disinfectant sprays for surfaces minimum 0.5%sodium hypochlorite/ FS10 SC disinfectant",85.39,220.00,18 785.80,0,MER
4,Umsebenti Enterprise (Pty) Ltd,"20L disinfectant sprays for surfaces minimum 0.5%sodium hypochlorite/ FS10 SC disinfectant",388.13,4.00,1 552.52,0,MER
5,Umsebenti Enterprise (Pty) Ltd,Digital non-contact human body thermometer,1 380.00,3.00,4 140.00,0,MER
6,Umsebenti Enterprise (Pty) Ltd,20L ant-bacterial hand soap,391.12,1.00,391.12,0,MER
7,Abuti Apparel (Pty) Ltd,Foot operated hand sanitizer dispenser,950.00,15.00,14 250.00,0,MER
8,Bidvest Steiner Nelspruit,Disinfecting the office prior return to work,9 857.23,1.00,9 857.23,0,MER
9,Mandi and Prich BlakCotton,3 Layer cloth masks,25.00,220.00,5 500.00,0,MER
10,Mandi and Prich Blak Cotton,Delivery cloth mask,350.00,1.00,350.00,0,MER
11,Mopani Pharmacy,Sanitizers 120ML for inspectors,10.00,39.90,399.00,0,MER
12,Mopani Pharmacy,Masks for inspectors,20.00,42.90,858.00,0,MER
13,Dischem Pharmacy,1L Sanitiser refil for security,1.00,79.95,79.95,0,MER
14,Dischem Pharmacy,Non-contact thermometer,1.00,999.00,999.00,0,MER
15,Safety Signs,Please stand here signs,15.00,31.50,472.50,0,MER
16,Safety Signs,No mask no entry sign,1.00,18.50,18.50,0,MER
17,Safety Signs,Sanitise hands sign,10.00,6.90,69.00,0,MER
18,Safety Signs,Chroma desk steel signs - no access sign,2.00,86.70,173.40,0,MER
20,Safety Signs,Delivery safety signs,1.00,150.00,150.00,0,MER
20,Design 11,Screen for reception desk,1 830.00,1.00,1 830.00,0,MER
21,Builders Warehouse,Floor marking tape,93.00,2.00,186.00,0,MER
22,Dischem Pharmacy,1L sanitiser for gate.,79.95,1.00,79.95,0,MER
23,Michem cleaning Supplies,Cloths for wiping surfaces,10.80,185.00,1 998.00,0,MER
24,Michem cleaning Supplies,Boxes of gloves,2.18,224.35,490.20,0,MER
25,Abuti Apparel,Foot operator dispenser-boardroom,1.00,950.00,950.00,0,MER
26,Brian Pienaar North,Plastic face shield,23.00,10.00,230.00,0,MER
27,Joel Innovations Trading CC,Decontamination of office,9 156.30,1.00,9 156.30,0,MER
REPORT ON THE COVID-19 SPENDING FOR THE FINANCIAL YEAR 2020/21,,,,,,,
No:,"ames of the Companieswarded",Product or services rendered,Unit Price,Quantity,"The full amount paid for theProducts or services","Any donations receivedfrom external funders /companies","The beneficiary targetsand method ofdistribution"
"",Yamakhosi Trading,Liquid Hand Soap,R94.00,50,R4 700.00,N/A,N/A
"",,Non-contact soap dispensers,R3 200.00,15,R48 000.00,N/A,N/A
"",,Disposable Hand Towels,R890.00,"50(Bales of 6)",R44 500.00,N/A,N/A
"",,Liquid/gel sanitisers,R2 500.00,"(50X2.5L)25 Litres",R125 000.00,N/A,N/A
"",,"Non-contact sanitisersdispensers",R3 200.00,30,R96 000.00,N/A,N/A
"",,"Portable hand sanitisers(1 Litres)",1R94.00,100 X 1 litres,R9 400.00,N/A,N/A
"",,Disposable Latex hand gloves,R6.80,250 pairs,R1 700.00,N/A,N/A
"",,Face Shields,R198.00,20,R5 940.00,N/A,N/A
""
""
""
""
""
REPORT ON THE COVID-19 SPENDING FOR THE FINANCIAL YEAR 2020/21 – (Continued),,,,,,,
No:,"ames of the Companieswarded",Product or services rendered,Unit Price,Quantity,"The full amount paid for theProducts or services","Any donations receivedfrom external funders /companies","The beneficiary targetsand method ofdistribution"
"",Yamakhosi Trading,"Re-usable Face masks/Clothmasks/3 – layered masks",R55.00,600,R33 000.00,N/A,N/A
"",,Disinfection Chemicals,R1 850.00,"30X20 Litres(20 Litres)",R55 500.00,N/A,N/A
"",,Infrared Thermometer,R2 990.00,25,R74 750.00,N/A,N/A
"",,,,,,,
"",,,,,,,
"",,,,,,,
"",,,,,,,
"",,,,,R498 490.00,,
""
""
""
""
""
REPORT ON THE COVID-19 SPENDING FOR THE FINANCIAL YEAR 2020/21,,,,,,,
No:,"ames of the Companieswarded",Product or services rendered,Unit Price,Quantity,"The full amount paid for theProducts or services","Any donations receivedfrom external funders /companies","The beneficiary targets andmethod of distribution"
"",MBES Medical Supplies,Conti Suit,"7,206",34,"245,00",N/A,Employees
"",,"6,071",42,"255,00",N/A,Employees,
"",Conti Suit,"5,300",50,"265,00",N/A,Employees,
"",Conti Suit,"4,732",56,"265,00",N/A,Employees,
"",Conti Suit,"6,176",34,"210,00",N/A,Employees,
"",Conti Suit,"5,250",40,"210,00",N/A,Employees,
"",Conti Suit,"151,333",6,"908,00",N/A,Employees,
"",Boots Black,"64,857",7,"454,00",N/A,Employees,
"",Boots Black,"170,250",8,"1 362,00",N/A,Employees,
"",Boots Black,"6,500",400,"2 600,00",N/A,Employees,
"",Gloves,"25,600",200,"5 120,00",N/A,Employees,
"",Face Masks,"100,000",22,"2 200,00",N/A,Employees,
"",,,,,,,
"",Sanitizers,"7,206",34,"245,00",N/A,Employees,
"",,,,,,,
""
""
MBES Medical Supplies
""
MBES Medical Supplies
""
REPORT ON THE COVID-19 SPENDING FOR THE FINANCIAL YEAR 2020/21 – (Continued),,,,,,,
No:,"ames of the Companieswarded",Product or services rendered,Unit Price,Quantity,"The full amount paid for theProducts or services","Any donations receivedfrom external funders /companies","The beneficiary targets andmethod of distribution"
"",World Base Trading 1,PPE for Staff at Zithabiseni,,,,N/A,Employees
"",Conti suite,"214,475",16,"3 431,60",N/A,Employees,
"",Conti suite,"241,500",2,"483,00",N/A,Employees,
"",Boots,"488,750",16,"7 820,00",N/A,Employees,
"",Sanitiers,"115,000",22,"2 530,00",N/A,Employees,
"",Gloves,"6,900",200,"1 380,00",N/A,Employees,
"",Face Masks,"28,750",200,"5 750,00",N/A,Employees,
"",Bidvest Michem,Sanitizer,"425,500",10,"4 255,00",N/A,Employees
"",,,,,,,
"",Makro,Food Parcel,"2628,490",3,"7 885,47",N/A,Employees
Bidvest Michem
""
"",
""
""
"",,,,,,,
No:,"ames of the Companieswarded",Product or services rendered,Unit Price,Quantity,"The full amount paid for theProducts or services","Any donations receivedfrom external funders /companies","The beneficiary targets andmethod of distribution"
"",Emalahleni Live,Disinfect,,,,N/A,Employees
"",Sanitizers,"466,060",4,"1 864,24",N/A,Employees,
"",Face Masks,"25,000",102,"2 550,00",N/A,Employees,
"",Gloves,"46,000",10,"460,00",N/A,Employees,
"",Gloves,"26,700",34,"907,80",N/A,Employees,
"",Cotton Floor Mop,"48,600",224,"10 886,40",N/A,Employees,
"",Apron,"1,550",200,"310,00",N/A,Employees,
"",Waist Plastic,"3,000",1000,"3 000,00",N/A,Employees,
"",Waste plastic,"9,840",1000,"9 840,00",N/A,Employees,
"",Doha Medical Supplies,Thermometer,,,,N/A,Employees
"",Thermometer,"2298,833",42,"96 551,00",N/A,Employees,
"",Face Shiel,"39,104",77,"3 011,00",N/A,Employees,
"",,,,,,,
""
""
"",
"",,,,,,,
No:,"ames of the Companieswarded",Product or services rendered,Unit Price,Quantity,"The full amount paid for theProducts or services","Any donations receivedfrom external funders /companies","The beneficiary targets andmethod of distribution"
"",Ntimba Co-ordinates,Face Masks,,,,N/A,Employees
"","PPE for Head Office andReserves","1725,000",95,"163 875,00",N/A,Employees,
"",Sanitizer,"74,750",84,"6 279,00",N/A,Employees,
"",Sanitizer,"23,000",94,"2 162,00",N/A,Employees,
"",Hand soap,"253,000",167,"42 251,00",N/A,Employees,
"",Disposable towels,"460,000",126,"57 960,00",N/A,Employees,
"",Surgical Masks,"51,750",503,"26 030,25",N/A,Employees,
"",Spray Bottles,"2242,500",35,"78 487,50",N/A,Employees,
"",Sanitizer,"344,977",43,"14 834,00",N/A,Employees,
"",Gloves,"597,926",27,"16 144,00",N/A,Employees,
"",Ntimba Co-ordinates,Disinfectant,"25,000",194,"4 850,00",N/A,Employees
"",Cloth Masks,"1725,000",95,"163 875,00",N/A,Employees,
"",,,,,,,
""
""
"",
REPORT ON THE COVID-19 SPENDING FOR THE FINANCIAL YEAR 2020/21,,,,,,,
No:,"ames of the Companieswarded",Product or services rendered,Unit Price,Quantity,"The full amount paid for theProducts or services","Any donations receivedfrom external funders /companies","The beneficiary targets andmethod of distribution"
"",MKO Solutions,Cloth Masks,194,"25,000","4 850,00",N/A,Employees
"",Bomsa Trading,Face Masks,180,"28,000","5 040,00",N/A,Employees
"",Bomsa Trading,Face Masks,112,"28,000","3 136,00",N/A,Employees
"",Petty Cash,Rechargable Batteries,,,"500,00",N/A,Employees
"",World Base Trading,Disinfection,,,,N/A,Employees
"",Coverall,14,"327,750","4 588,50",N/A,Employees,
"",Gloves,24,"30,188","724,50",N/A,Employees,
"",Boots,14,"241,500","3 381,00",N/A,Employees,
"",Face Shield,14,"493,214","6 905,00",N/A,Employees,
"",Goggles,14,"115,000","1 610,00",N/A,Employees,
"",Petty Cash,Andover Petty Cash,,,"5 000,00",N/A,Employees
"",Petty Cash,Mask,194,,"490,00",,
"",Total,,,,"627 407,26",,
""
""
"",
REPORT ON THE COVID-19 SPENDING FOR THE FINANCIAL YEAR 2020/21,,,,,,,
No:,"Names of the Companiesawarded",Product or services rendered,Unit Price,Quantity,"he full amount paid for theroducts or services","Any donations receivedfrom external funders /companies","The beneficiary targets andmethod of distribution"
"",Thubalo (Pty)Ltd,Sanitizers,"933,21",28,"198 580,00",N/A,Employees
"",,Sanitizer Dispenser,"933,33",36,N/A,Employees,
"",,Hand Sanitizer Dispenser,"1 500,00",34,N/A,Employees,
"",,Gloves,"5,78",1600,N/A,Employees,
"",,Surgical Face Masks,"10,31",650,N/A,Employees,
"",,Cloth Masks,"20,16",382,N/A,Employees,
"",,Thermometer,"2 500,00",12,N/A,Employees,
"",,Face Shields,"118,58",113,N/A,Employees,
""
""
""
""
REPORT ON THE COVID-19 SPENDING FOR THE FINANCIAL YEAR 2020/21 – (Continued),,,,,,,
No:,"Names of the Companiesawarded",Product or services rendered,Unit Price,Quantity,"The full amount paid for theProducts or services","Any donations receivedfrom external funders /companies","The beneficiary targets andmethod of distribution"
"",,Protective Screens,"118,58",12,,N/A,Employees
"",,Branding Masks,"1 150,00",382,,N/A,Employees
"","ZamangwaneConsultants",Fumigation,"10,47",7,"383 564,00",N/A,Employees
"",,Disinfection,"54 794,86",,,,
"",,,,,,,
"",,,,,,,
"",,,,,,,
"",,,,,"R582 144,00",",",
""
"",
""
""
